destinationStopName,destinationStopCategory,stage,observationDateTime,travelDistance,originStopName,fareForChild,fareForAdult,id,originDestinationCode,originStopCategory
NANDINI RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,20.40163,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 7907,TERMINAL
SWAGAT RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,20.46078,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 6840,TERMINAL
AMBOLI CHAR RASTA,CBS,9,2020-12-23T08:30:12+05:30,20.9343,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 6841,TERMINAL
RK FARM SHEKHPUR,CBS,9,2020-12-23T08:30:12+05:30,21.35744,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 7908,TERMINAL
ANAND VATIKA,CBS,9,2020-12-23T08:30:12+05:30,21.75856,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 7909,TERMINAL
SHEKHPUR GAAM,CBS,9,2020-12-23T08:30:12+05:30,22.18551,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 7910,TERMINAL
HARIDARSHAN RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,22.83525,CHOWK TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,20 - 7911,TERMINAL
MAKKAI POOL TERMINAL,TERMINAL,0,2020-12-23T08:30:12+05:30,0.0,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 30,TERMINAL
MACHHIWAD,CBS,1,2020-12-23T08:30:12+05:30,0.12629,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1133,TERMINAL
MAKKAI POOL,CBS,1,2020-12-23T08:30:12+05:30,0.15895,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1105,TERMINAL
CHOWK TERMINAL,TERMINAL,1,2020-12-23T08:30:12+05:30,0.22092,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 20,TERMINAL
KEVAL CIRCLE,CBS,1,2020-12-23T08:30:12+05:30,0.32678,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1134,TERMINAL
DUTCH GARDEN,CBS,1,2020-12-23T08:30:12+05:30,0.39824,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1104,TERMINAL
KUVAWADI,CBS,1,2020-12-23T08:30:12+05:30,0.41822,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1130,TERMINAL
HIJDAWAD,CBS,1,2020-12-23T08:30:12+05:30,0.44004,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1129,TERMINAL
KADARSHAH NI NAL,CBS,1,2020-12-23T08:30:12+05:30,0.56125,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1135,TERMINAL
NANPURA POST OFFICE,CBS,1,2020-12-23T08:30:12+05:30,0.58794,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1103,TERMINAL
CHOWK BAZAR,CBS,1,2020-12-23T08:30:12+05:30,0.59213,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1106,TERMINAL
NEHRU BRIDGE,CBS,1,2020-12-23T08:30:12+05:30,0.68785,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1137,TERMINAL
KHWAJA DANA NEW ROAD,CBS,1,2020-12-23T08:30:12+05:30,0.72409,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1128,TERMINAL
MAN MANDIR APARTMENT,CBS,1,2020-12-23T08:30:12+05:30,0.74662,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1131,TERMINAL
SYMGA SCHOOL,CBS,1,2020-12-23T08:30:12+05:30,0.79078,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1136,TERMINAL
FURAJA CHOWK,CBS,1,2020-12-23T08:30:12+05:30,0.79705,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1107,TERMINAL
CORPORATION SCHOOL,CBS,1,2020-12-23T08:30:12+05:30,0.84448,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2731,TERMINAL
BAHUMALI,CBS,1,2020-12-23T08:30:12+05:30,1.01111,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1102,TERMINAL
S.M.C. CENTRAL ZONE OFFICE,CBS,1,2020-12-23T08:30:12+05:30,1.0123,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1108,TERMINAL
VIJAY VALLABH CHOWK,CBS,1,2020-12-23T08:30:12+05:30,1.02327,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1149,TERMINAL
S.M.C. WATER DEPARTMENT,CBS,1,2020-12-23T08:30:12+05:30,1.03517,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1127,TERMINAL
BHAGATALAV,CBS,1,2020-12-23T08:30:12+05:30,1.03718,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1138,TERMINAL
SHARDA SCHOOL,CBS,1,2020-12-23T08:30:12+05:30,1.04156,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1124,TERMINAL
MAHAVIR HOSPITAL,CBS,1,2020-12-23T08:30:12+05:30,1.05332,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1132,TERMINAL
SHAKTI NIKETAN MANDIR,CBS,1,2020-12-23T08:30:12+05:30,1.09199,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2730,TERMINAL
GIRLS POLYTECHNIC,CBS,1,2020-12-23T08:30:12+05:30,1.1616,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1101,TERMINAL
PARAM ROW HOUSE,CBS,1,2020-12-23T08:30:12+05:30,1.17186,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2732,TERMINAL
I.P. MISSION SCHOOL,CBS,1,2020-12-23T08:30:12+05:30,1.24061,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1109,TERMINAL
LALGATE / CHOUTAPUL,CBS,1,2020-12-23T08:30:12+05:30,1.29061,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1139,TERMINAL
KSHETRAPAL MANDIR,CBS,1,2020-12-23T08:30:12+05:30,1.29969,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1125,TERMINAL
SANSKAR BHAVAN,CBS,1,2020-12-23T08:30:12+05:30,1.3261,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1123,TERMINAL
NAVSARI BAZAR,CBS,1,2020-12-23T08:30:12+05:30,1.34897,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1120,TERMINAL
VANITA VISHRAM GROUND,HMC,1,2020-12-23T08:30:12+05:30,1.37852,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1021,TERMINAL
ATHWAGATE,HMC,1,2020-12-23T08:30:12+05:30,1.39162,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1022,TERMINAL
TALAWDI SAGRAMPURA,CBS,1,2020-12-23T08:30:12+05:30,1.43041,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1126,TERMINAL
GANDHI COLLEGE,HMC,1,2020-12-23T08:30:12+05:30,1.44086,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1009,TERMINAL
VANITA VISHRAM,CBS,1,2020-12-23T08:30:12+05:30,1.46572,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2601,TERMINAL
GOPI TALAV MARKET,CBS,1,2020-12-23T08:30:12+05:30,1.49416,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1119,TERMINAL
DHANMORA / ADAJAN PATIYA BRTS,BRT_Transfer,1,2020-12-23T08:30:12+05:30,1.49817,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1013,TERMINAL
MAJURA GATE,HMC,1,2020-12-23T08:30:12+05:30,1.51041,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1011,TERMINAL
LIMDA CHOWK,CBS,1,2020-12-23T08:30:12+05:30,1.54227,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1140,TERMINAL
SWAMINARAYAN CHOWK BRTS,BRT_Transfer,1,2020-12-23T08:30:12+05:30,1.56225,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1012,TERMINAL
BAPS SWAMINARAYAN SANSTHA,BRT Cabin,1,2020-12-23T08:30:12+05:30,1.56762,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2733,TERMINAL
JANTA HOSPITAL,CBS,1,2020-12-23T08:30:12+05:30,1.59419,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1121,TERMINAL
NEW CIVIL HOSPITAL,HMC,1,2020-12-23T08:30:12+05:30,1.63029,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1010,TERMINAL
VARIYALI BAZAR POLICE CHOWKI,CBS,1,2020-12-23T08:30:12+05:30,1.67979,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1110,TERMINAL
ADAJAN GSRTC,CBS,1,2020-12-23T08:30:12+05:30,1.71795,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2799,TERMINAL
SHANKHESHWAR CHOWK BRTS,BRT,1,2020-12-23T08:30:12+05:30,1.71964,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2005,TERMINAL
GOPI TALAV,CBS,1,2020-12-23T08:30:12+05:30,1.73125,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1118,TERMINAL
JAWAHARLAL NEHRU GARDEN,CBS,1,2020-12-23T08:30:12+05:30,1.76981,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2602,TERMINAL
K.P COMMERCE COLLEGE,CBS,1,2020-12-23T08:30:12+05:30,1.77575,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2625,TERMINAL
RUSTAMPURA SWIMMING POOL,CBS,1,2020-12-23T08:30:12+05:30,1.78795,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1122,TERMINAL
BHAGAL CHAR RASTA,CBS,1,2020-12-23T08:30:12+05:30,1.82006,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1151,TERMINAL
MAJURAGATE CIVIL HOSPITAL,CBS,1,2020-12-23T08:30:12+05:30,1.84279,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2628,TERMINAL
BHAGAL,CBS,1,2020-12-23T08:30:12+05:30,1.85115,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1141,TERMINAL
BHAGWAN PARK,CBS,1,2020-12-23T08:30:12+05:30,1.86465,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2734,TERMINAL
RUWAALA TEKRA,CBS,1,2020-12-23T08:30:12+05:30,1.88407,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1145,TERMINAL
BHAJIWALI POL,CBS,1,2020-12-23T08:30:12+05:30,1.93273,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1115,TERMINAL
INCOME TAX,CBS,1,2020-12-23T08:30:12+05:30,1.94422,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2629,TERMINAL
WADI FALIYA,CBS,1,2020-12-23T08:30:12+05:30,1.95358,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1117,TERMINAL
SIDDIQUI SQUARE,CBS,1,2020-12-23T08:30:12+05:30,1.95652,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2701,TERMINAL
HODI BUNGALOW,CBS,1,2020-12-23T08:30:12+05:30,1.98037,MAKKAI POOL TERMINAL,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1111,TERMINAL
KOT SAFIL ROAD,CBS,2,2020-12-23T08:30:12+05:30,2.02201,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1116,TERMINAL
SEVENTH DAY SCHOOL,CBS,2,2020-12-23T08:30:12+05:30,2.04131,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2626,TERMINAL
MAJURA GATE FIRE STATION,CBS,2,2020-12-23T08:30:12+05:30,2.04145,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2648,TERMINAL
UDHANA DARWAJA,CBS,2,2020-12-23T08:30:12+05:30,2.04595,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1150,TERMINAL
ANAND MAHAL ROAD BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.05353,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2004,TERMINAL
BHULKA BHAVAN,CBS,2,2020-12-23T08:30:12+05:30,2.06702,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2758,TERMINAL
POLICE COMMISSIONER OFFICE,CBS,2,2020-12-23T08:30:12+05:30,2.10284,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2603,TERMINAL
PUMPING CHAR RASTA,CBS,2,2020-12-23T08:30:12+05:30,2.12441,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1112,TERMINAL
BADRINATH MANDIR,CBS,2,2020-12-23T08:30:12+05:30,2.15952,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2735,TERMINAL
MAHIDHARPURA POST OFFICE,CBS,2,2020-12-23T08:30:12+05:30,2.17673,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1142,TERMINAL
AMBEDKAR TRUST,CBS,2,2020-12-23T08:30:12+05:30,2.17875,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7826,TERMINAL
SUB JAIL,HMC,2,2020-12-23T08:30:12+05:30,2.19521,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1008,TERMINAL
KASKIWAD,CBS,2,2020-12-23T08:30:12+05:30,2.22087,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1114,TERMINAL
UDHANA DARWAJA BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.24728,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2040,TERMINAL
NAVYUG COLLEGE BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.24824,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2006,TERMINAL
PANJARA POL GHOD DOD ROAD,CBS,2,2020-12-23T08:30:12+05:30,2.25227,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2621,TERMINAL
PIRCHHADI,CBS,2,2020-12-23T08:30:12+05:30,2.2738,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1146,TERMINAL
IOC COLONY SUBHASH NAGAR,CBS,2,2020-12-23T08:30:12+05:30,2.31662,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2649,TERMINAL
MAAN DARWAJA,HMC,2,2020-12-23T08:30:12+05:30,2.32258,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1007,TERMINAL
JILANI BRIDGE APPROACH KATARGAM,BRT Cabin,2,2020-12-23T08:30:12+05:30,2.32564,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6012,TERMINAL
JILANI COMPLEX,CBS,2,2020-12-23T08:30:12+05:30,2.33868,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2702,TERMINAL
CITY CIVIC CENTRE,CBS,2,2020-12-23T08:30:12+05:30,2.34641,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2604,TERMINAL
SRI RAM PETROL PUMP,CBS,2,2020-12-23T08:30:12+05:30,2.37085,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2757,TERMINAL
KAPADIA HEALTH CLUB,CBS,2,2020-12-23T08:30:12+05:30,2.37098,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2630,TERMINAL
ADARSH SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,2.40058,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2627,TERMINAL
KHATODARA WADI,CBS,2,2020-12-23T08:30:12+05:30,2.40173,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2501,TERMINAL
POLICE LINES,CBS,2,2020-12-23T08:30:12+05:30,2.41048,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2622,TERMINAL
MAKBARA MASJID,CBS,2,2020-12-23T08:30:12+05:30,2.41931,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2201,TERMINAL
SAIYEDPURA VEGETABLE MARKET,CBS,2,2020-12-23T08:30:12+05:30,2.43136,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1113,TERMINAL
KATARGAM DARWAJA,CBS,2,2020-12-23T08:30:12+05:30,2.43888,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2258,TERMINAL
AMIDHARA WADI,CBS,2,2020-12-23T08:30:12+05:30,2.45015,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7827,TERMINAL
"PRAJAPITA BRAHMAKUMARI MARG / CIVIL ROAD, MAJURAT FIRE STATION BRTS",BRT_Transfer,2,2020-12-23T08:30:12+05:30,2.47612,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2050,TERMINAL
MOTI TALKIES,CBS,2,2020-12-23T08:30:12+05:30,2.48974,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1143,TERMINAL
KAVI KALAPI GARDEN,CBS,2,2020-12-23T08:30:12+05:30,2.50855,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7800,TERMINAL
BAPS HOSPITAL ADAJAN,CBS,2,2020-12-23T08:30:12+05:30,2.52675,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2790,TERMINAL
KATARGAM DARWAJA BRT,HMC Cabin,2,2020-12-23T08:30:12+05:30,2.53007,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1015,TERMINAL
RAJ EMPIRE MULTIPLEX,CBS,2,2020-12-23T08:30:12+05:30,2.54354,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2650,TERMINAL
GALEMANDIR CHOWK,CBS,2,2020-12-23T08:30:12+05:30,2.55854,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1147,TERMINAL
ADAJAN GAM BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.56742,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2003,TERMINAL
KARIMABAD SOCIETY GHOD DOD ROAD,CBS,2,2020-12-23T08:30:12+05:30,2.62975,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2620,TERMINAL
S.M.C. SPORTS COMPLEX,CBS,2,2020-12-23T08:30:12+05:30,2.66267,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2756,TERMINAL
ATHWA PUMPING STATION,CBS,2,2020-12-23T08:30:12+05:30,2.67341,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2623,TERMINAL
HAMZA APARTMENT,CBS,2,2020-12-23T08:30:12+05:30,2.67503,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2706,TERMINAL
AJRAMAR CHOWK,CBS,2,2020-12-23T08:30:12+05:30,2.68304,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7828,TERMINAL
RUPALI JUNCTION BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.68944,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2051,TERMINAL
SANT JALARAM SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,2.69124,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2202,TERMINAL
KHATODARA GIDC,CBS,2,2020-12-23T08:30:12+05:30,2.69422,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2502,TERMINAL
S.M.C. WEST ZONE OFFICE BRTS,BRT,2,2020-12-23T08:30:12+05:30,2.71588,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2007,TERMINAL
SHAHI MASJID ADAJAN GAM,CBS,2,2020-12-23T08:30:12+05:30,2.71719,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2759,TERMINAL
VAIBHAV CHAMBER,CBS,2,2020-12-23T08:30:12+05:30,2.74374,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2265,TERMINAL
RUPALI CANAL JUNCTION BHATAR ROAD,CBS,2,2020-12-23T08:30:12+05:30,2.74405,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2640,TERMINAL
KINNARY CINEMA,HMC,2,2020-12-23T08:30:12+05:30,2.74528,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1006,TERMINAL
SURAT DISTRICT COURT,CBS,2,2020-12-23T08:30:12+05:30,2.7847,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2605,TERMINAL
UNIQUE HOSPITAL JUNCTION BRTS,BRT_Transfer,2,2020-12-23T08:30:12+05:30,2.80953,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2049,TERMINAL
KHARWARNAGAR BRTS,BRT_Int,2,2020-12-23T08:30:12+05:30,2.81671,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2041,TERMINAL
BALAJI MANDIR,CBS,2,2020-12-23T08:30:12+05:30,2.84042,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1148,TERMINAL
MIRA NAGAR SOCIETY,CBS,2,2020-12-23T08:30:12+05:30,2.86205,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2692,TERMINAL
DELHI GATE,CBS,2,2020-12-23T08:30:12+05:30,2.87892,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1144,TERMINAL
KATARGAM POLICE STATION,CBS,2,2020-12-23T08:30:12+05:30,2.91329,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 2219,TERMINAL
GOTALAWADI,BRT,2,2020-12-23T08:30:12+05:30,2.92039,MAKKAI POOL TERMINAL,3.0,6.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 1016,TERMINAL
